id,authorId,content,contentVector,createdAt,moderationReason,status,updatedAt,_CategoryToPost,Attachment,Comment,Like
01912919-f486-4712-a51c-91c75b851ccd,06339fa5-01b2-495c-8f7d-a40e941ceecf,'Ổ voi' dày đặc đường vào khu chế xuất lớn nhất TP HCM👇,,2026-03-21T00:15:04.278Z,,PUBLISHED,2026-03-30T00:15:04.278Z,,,,
01b03085-6f6b-4076-bb12-ca47e8fa7418,56257f1b-41d6-4f2e-9ef2-9195f5117a85,"#newsfromjapan 

BS11 Giving Away Exclusive April 2026 Anime Guide at AnimeJapan 2026!

Featuring Rimuru from [That Time I Got Reincarnated as a Slime] on the cover and Botan from the upcoming yuri comedy [Botan Kamiina Fully Blossoms When Drunk] (premiering April 2026) inside!

Free at their booth — limited event exclusive! 🌸

source: BS11_anime

Follow us for the latest anime news!",,2026-03-29T00:11:30.413Z,,PUBLISHED,2026-03-30T00:11:30.413Z,,,,
01e553d2-d54b-4475-adbe-75743f4c1cf2,057c3369-0766-457a-9b06-b8241bbfb888,"🔥 CHÍNH THỨC MỞ BÁN | TRIỆU VÂN - CHIẾN THẦN VÔ SONG 🔥

⚔️ Từ ngày 20.03.2026, các Kiện Tướng đã có thể sở hữu trang phục bậc SS Triệu Vân – Chiến Thần Vô Song trực tiếp tại shop với mức giá 799 Quân Huy.

🔥 Không những thế, nút bấm độc quyền của trang phục cũng được mở bán với mức giá ưu đãi chỉ 59 Quân Huy chỉ trong khoảng thời gian từ 20.03 - 31.03. Từ ngày 01.04, nút bấm sẽ mở bán với mức giá 99QH nên là đừng bỏ lỡ ưu đãi này nhé!

⏰ Thời khắc đã điểm, nhanh tay chiêu mộ Chiến Thần Vô Song và làm chủ trận đấu ngay hôm nay!",,2026-03-10T00:13:33.531Z,,PUBLISHED,2026-03-30T00:13:33.531Z,,,,
01f9ebcf-598a-4698-98b8-1895d7058b36,5a3c02df-6c93-4aae-b63e-f598c32df599,"“Moss & Freud,” starring Ellie Bamber as Kate Moss, will premiere to the public in the United Kingdom on May 29th.",,2026-03-23T00:11:30.613Z,,PUBLISHED,2026-03-30T00:11:30.613Z,,,,
0201a1ab-afc8-4eff-bd38-fafd3c22c15e,4bc7eff0-091a-45f8-84ca-72276cc4fc1e,"Một nhóm nghiên cứu do nhà sinh vật học người Australia - Tim Flannery dẫn đầu vừa ghi nhận sự tồn tại của hai loài thú có túi hiếm trong rừng mưa ở bán đảo Vogelkop thuộc vùng Tây Papua, Indonesia. Theo các nhà khoa học, hai loài này từng được cho là đã tuyệt chủng từ hàng nghìn năm trước.

Một trong hai loài là thú có túi lông sọc, có ngón tay dài bất thường, với ngón thứ tư dài gấp đôi các ngón còn lại. Đặc điểm này giúp chúng moi và ăn ấu trùng côn trùng sống trong thân cây. Các nghiên cứu hóa thạch cho thấy loài thú có túi này từng sinh sống tại khu vực Queensland (Australia) khoảng 300.000 năm trước, nhưng dường như đã biến mất trong kỷ băng hà. Trước phát hiện mới, các nhà khoa học cho rằng chúng chỉ tồn tại tại Tây Papua cho đến khoảng 6.000 năm trước.

Loài còn lại là sóc bay đuôi vòng (Tous ayamaruensis), họ hàng gần với loài sóc bay lớn ở Australia. Loài này có tai không có lông và chiếc đuôi khỏe giúp chúng bám vào cành cây khi di chuyển trong rừng. 

Hai loài thú này được ghi nhận sống trong các khu rừng núi thấp tại bán đảo Vogelkop. Đây là nơi thưa dân cư và vẫn còn nhiều hệ sinh thái rừng nguyên sinh. Sự tồn tại của chúng được xác nhận nhờ ảnh chụp của các nhà nghiên cứu độc lập cùng các mảnh hóa thạch và một mẫu vật bảo tàng thu thập từ năm 1992. Đối với một số cộng đồng bản địa tại Vogelkop, sóc bay đuôi vòng còn được xem là loài vật linh thiêng, gắn với tín ngưỡng về linh hồn tổ tiên.

Các phát hiện mới đã được công bố trong một số đặc biệt của tạp chí khoa học do Bảo tàng Australia xuất bản. Theo các nhà nghiên cứu, kết quả này cho thấy tầm quan trọng của việc bảo tồn các khu rừng mưa tại New Guinea - nơi có thể vẫn còn lưu giữ nhiều loài sinh vật quý hiếm chưa được phát hiện.",,2026-03-02T00:15:25.605Z,,PUBLISHED,2026-03-30T00:15:25.605Z,,,,
020562e6-cf0b-4731-bb95-6a15d500f108,4bc7eff0-091a-45f8-84ca-72276cc4fc1e,"BREAKING: A device ignited outside Zohran Mamdani's mayoral residence yesterday during an anti-Islam protest and counterprotest was confirmed to be an improvised explosive, New York City police say.",,2026-03-09T00:15:25.606Z,,PUBLISHED,2026-03-30T00:15:25.606Z,,,,
023cf838-259e-4f55-b0f3-66aac3bb2f40,af30b1ab-da9a-42a8-b220-576007dd082b,"For today's coding challenge, you'll get an array of student exam scores and the score needed to pass the exam. Your task is to return the number of students who passed. Check it out on the freeCodeCamp mobile app.",,2026-03-18T00:16:04.676Z,,PUBLISHED,2026-03-30T00:16:04.676Z,,,,
0243d834-bf08-48ea-96ff-ef8789d60116,0eaf3dab-44d0-4bc9-a5ad-7ef101236200,"🐳 DOCKER NETWORK: 3 CHẾ ĐỘ MẠNG – BRIDGE, HOST, CNI OVERLAY, CHỌN SAI LÀ MẠNG ""TÈO""! 🚀

Bạn deploy container, thấy network chậm, hoặc không kết nối được giữa các node?
Đó là vì bạn chưa chọn đúng chế độ mạng cho Docker/Kubernetes. Nhìn hình này là thấy ngay sự khác biệt! 👇

1️⃣ BRIDGE NETWORK – ""Mặc định"" của Docker, dùng cho container trên cùng host
- Cơ chế: Docker tạo một bridge ảo (docker0) trên host. Mỗi container được cấp IP riêng trong mạng bridge. Giao tiếp giữa các container trên cùng host qua bridge, ra ngoài thì NAT qua iptables.

📌 Ví dụ thực tế:
- Bạn chạy docker run -p 8080:80 nginx. Container có IP 172.17.0.2, bạn truy cập localhost:8080, Docker NAT chuyển vào container. Hai container trên cùng host có thể gọi nhau bằng tên (nếu dùng user-defined bridge) hoặc IP.

- Ưu điểm:
✅ Cô lập mạng – container có IP riêng, không xung đột port với host.
✅ Dễ dùng – mặc định, không cần cấu hình.

- Nhược điểm:
❌ NAT overhead – ra ngoài internet phải qua NAT, tăng độ trễ.
❌ Không giao tiếp được xuyên host – chỉ dùng trong một máy.

- Dùng khi: Phát triển local, chạy vài container trên một host, không cần hiệu năng cực cao

2️⃣ HOST NETWORK – ""Cởi áo giáp"" cho tốc độ tối đa
- Cơ chế: Container dùng trực tiếp network stack của máy host. Không có NAT, không có namespace riêng. IP và port của container cũng chính là IP và port của host.

📌 Ví dụ thực tế:
- Bạn chạy Nginx với --net=host. Truy cập http://localhost trực tiếp vào container, không cần map port. Độ trễ gần như không đáng kể.

- Ưu điểm:
✅ Độ trễ thấp nhất – không qua lớp NAT, không encapsulation.
✅ Hiệu suất cao – phù hợp cho ứng dụng yêu cầu throughput lớn (proxy, monitoring agent, database).

- Nhược điểm:
❌ Không có network isolation – container có thể chiếm port của host, dễ xung đột.
❌ Không thể chạy nhiều container cùng port trên một host.

- Dùng khi: Cần hiệu năng cực cao, chạy một container đặc thù (ví dụ: Prometheus node exporter, nginx làm load balancer).

3️⃣ CNI OVERLAY – ""Siêu xa lộ"" cho Kubernetes
- Cơ chế: Tạo một mạng ảo overlay (thường dùng VXLAN) kết nối các node với nhau. Mỗi pod có IP riêng, giao tiếp xuyên node mà không cần NAT. Đây là mạng chính trong Kubernetes (do các CNI như Flannel, Calico, Cilium cung cấp).

📌 Ví dụ thực tế:
- Trong Kubernetes, bạn có 3 node, mỗi node chạy vài pod. Các pod cần gọi API lẫn nhau qua service. CNI overlay đảm bảo chúng nhìn thấy nhau qua mạng ảo.

- Ưu điểm:
✅ Network isolation – mỗi pod có IP riêng, không xung đột.
✅ Cross-node communication – pod ở node này gọi pod ở node khác tự nhiên.
✅ Dễ dàng mở rộng – thêm node là tự động.

- Nhược điểm:
❌ Encapsulation overhead – gói tin phải đóng gói thêm header VXLAN, làm tăng độ trễ và giảm throughput.
❌ Phức tạp hơn – cần cấu hình CNI phù hợp.

- Dùng khi: Chạy Kubernetes, microservices phân tán, cần khả năng scale và cô lập.

II. 🧪 SO SÁNH NHANH
1. Bridge (mặc định) – Cô lập vừa, dễ dùng, chỉ trong một host. Ví dụ: Chạy vài container trên máy local.
2. Host Network – Không cô lập, tốc độ cao nhất, dùng cho container cần hiệu năng tối đa trên một host.
3. CNI Overlay – Cô lập tốt, hỗ trợ đa node, dùng cho Kubernetes và hệ thống phân tán.

III. 🎯 KẾT LUẬN
- Không có ""mạng nào là tốt nhất"" – chỉ có mạng phù hợp với nhu cầu.
- Cần đơn giản, chạy local? → Bridge
- Cần tốc độ tối đa? → Host Network
- Cần scale, microservices phân tán? → CNI Overlay

⭐ P/S: Bạn muốn nắm vững Docker, Kubernetes và kiến trúc mạng container?
👉 Kết nối với Thầy ngay – Mentor 1:1, dạy kèm cá nhân hóa, giúp bạn hiểu sâu và làm thực chiến! 🚀

#Docker #Kubernetes #DevOps #ContainerNetworking #VibeCoding #LapTrinhVien #SinhVienIT #CloudNative",,2026-03-04T00:16:04.885Z,,PUBLISHED,2026-03-30T00:16:04.885Z,,,,
02b88f59-bb74-48cf-bd9d-0c59482bc7ec,ec1e627a-5418-4713-920d-29496f252009,Cat goes for a swim and loves it!,,2026-03-07T00:11:14.426Z,,PUBLISHED,2026-03-30T00:11:14.426Z,,,,
02d5e97e-f9e0-421d-bc0c-ccb54a4db427,65e6c099-cd94-4bd7-865a-0a51dc5156fa,"More than a quarter-century after its launch, Chanel's J12 watch still stands out. ",,2026-03-28T00:12:20.724Z,,PUBLISHED,2026-03-30T00:12:20.724Z,,,,
02db0735-f5ab-4622-b494-ccae9ea0b5ac,65c58780-4703-4009-8925-921f4924b4d7,"Thanh niên lần đầu thấy hàu nướng mỡ hành hàu nướng phô mai múp rụp

#vietnamesefood #xt",,2026-03-04T00:13:00.626Z,,PUBLISHED,2026-03-30T00:13:00.626Z,,,,
02f38c43-04e5-4fbd-96b5-5af4b9bad7a4,65c3ee41-578f-48ba-8572-70f3993e3105,"She thought the stray cat she found was pregnant and about to give birth. But when the vet ran tests, the truth was something completely different.

The swollen belly was caused by FIP — a deadly disease that required daily injections and weeks of careful treatment. Slowly, Prince started getting stronger and his playful personality finally came out.

Now he lives safely at his rescuer's sanctuary, where he spends his days cuddling his best friend Blue and proving just how strong he really is 🧡",,2026-03-11T00:10:58.272Z,,PUBLISHED,2026-03-30T00:10:58.272Z,,,,
0311ab61-b362-4144-aef7-e3e27fd053cf,06339fa5-01b2-495c-8f7d-a40e941ceecf,Chủ tịch Khánh Hòa Trần Phong giữ chức Bí thư Tỉnh ủy,,2026-03-18T00:15:04.278Z,,PUBLISHED,2026-03-30T00:15:04.278Z,,,,
034a3bd1-ce02-4ff4-bb5c-2cbd8af1f396,5a3c02df-6c93-4aae-b63e-f598c32df599,"""I was told in the past that, you know, I had to make a certain amount of money or be smart enough or pretty enough or thin enough or whatever."" https://bit.ly/3P7i25Q",,2026-03-20T00:11:49.084Z,,PUBLISHED,2026-03-30T00:11:49.084Z,,,,
0378ea9e-c549-4f4a-b63d-16d2f8a8e684,da59f15f-d533-46f2-bb1e-fef513f7658b,🇵🇱 A comeback puts Poland one match away from the #FIFAWorldCup.,,2026-03-21T00:16:38.324Z,,PUBLISHED,2026-03-30T00:16:38.324Z,,,,
0392343d-785f-461b-8a6f-e486dc73d115,65c58780-4703-4009-8925-921f4924b4d7,"Chỉ vì thách đố BGK thí sinh thẳng tay bị loại

Chương trình Vua Đầu Bếp do BHD sản xuất tại Việt Nam theo format gốc MasterChef 

#DANET #MasterChefVietnam",,2026-03-17T00:12:41.886Z,,PUBLISHED,2026-03-30T00:12:41.886Z,,,,
03b4357d-51c3-44ff-95c1-f583e0b3dbc9,057c3369-0766-457a-9b06-b8241bbfb888,Which one are you picking? 🎮,,2026-03-17T00:13:33.530Z,,PUBLISHED,2026-03-30T00:13:33.530Z,,,,
03cc5b03-bd26-4bb9-a1be-9a04e50ee635,e5b917f7-e4e9-4cc0-b09a-f84eac91709f,An ancient Italian eruption 💥🔥 #Unearthed,,2026-03-06T00:16:21.782Z,,PUBLISHED,2026-03-30T00:16:21.782Z,,,,
03ce8d78-1fc1-4a5e-9d82-b384873e1caa,1a6f6984-0412-402d-8409-78bad5452cae,Mastodon is redesigning user profiles to simplify the experience and better appeal to mainstream users and organizations.,,2026-03-12T00:16:58.584Z,,PUBLISHED,2026-03-30T00:16:58.584Z,,,,
03daa2b6-b419-47d4-838d-8348703193a7,e6eecc77-6d92-46df-b92d-7ee2391ae019,"AI and robotics' threat to capitalism is coming fast and requires an immediate response, Citi's Jay Collins told BI.

(Credit: Daniel Terna)

#AI #capitalism #banking #robotics",,2026-03-24T00:16:58.388Z,,PUBLISHED,2026-03-30T00:16:58.388Z,,,,
03fe7559-a977-4cb4-9c31-625df6ec1eb0,cd3224bd-214e-416f-a240-a21462850c9a,"Two Chilean Flamingos at the Nashville zoo received custom orthotic braces last month in some pretty cool veterinary advancements. 

Aji and Shorty both suffered similar injuries to their inner-tarsal joint — kind of like an ankle injury. Both of them were a bit unstable and struggling to walk, so with the help of physical therapy and care, caretakers also decided to fit the two flamingos with braces that would help give them support while they walked. 

The braces help keep the joint moving forward and backward as it’s supposed to, and not move side-to-side, which will help them recover!",,2026-03-07T00:10:58.885Z,,PUBLISHED,2026-03-30T00:10:58.885Z,,,,
04055788-36a0-429b-a7c0-b054f44ca1cb,da5067ec-f3ee-4cc9-8111-31d5f71e5ac9,10 người nhưng vẫn “out trình” Brazil – hàng công Pháp đáng sợ đến mức nào?🥶,,2026-03-10T00:16:58.196Z,,PUBLISHED,2026-03-30T00:16:58.196Z,,,,
041256b3-7b5e-4384-8d9d-b3011815f247,a6022d31-7bf8-43d3-a8c6-6470fecff46f,"One Piece qua 3 phiên bản Manga, Anime và Live-action 

Không phụ lòng mong đợi, mùa 2 bản live-action của Netflix đang nhận về hàng loạt phản hồi tích cực, thậm chí nhiều ý kiến còn đánh giá là làm tốt và mãn nhãn hơn cả phần đầu tiên. Mọi người chấm mùa này bao nhiêu điểm?

📸 anime_day_56",,2026-03-19T00:13:50.703Z,,PUBLISHED,2026-03-30T00:13:50.703Z,,,,
042dee13-8b2f-4f1c-ae36-313223f90954,e5b917f7-e4e9-4cc0-b09a-f84eac91709f,The art of going miniature ⛏️✨ #HowItsMade #mini #miniature,,2026-03-04T00:16:21.781Z,,PUBLISHED,2026-03-30T00:16:21.781Z,,,,
045cf7c0-6e63-47c7-a782-065ed72464b5,ecb51e1a-b698-40a0-95d8-2eea6e774ba4,"In the tangled thickets and wetlands of South and Southeast Asia, this shadowy wanderer moves low and slow through dense vegetation. Its deep chestnut wings and long black tail glide between reeds as it searches for insects, small reptiles, and even the occasional nestling. What makes it extraordinary is its secretive presence — more often heard than seen, with a deep, resonant call that echoes through the undergrowth like a distant drum. A dark silhouette in the green maze, yet a quiet sentinel of the hidden wild.

Greater Coucal 👇

#GreaterCoucal #AsiaBirds #HiddenHunter 🐦🌿",,2026-03-18T00:14:48.644Z,,PUBLISHED,2026-03-30T00:14:48.644Z,,,,
04621933-e34b-4de3-bc3e-c2872484b48c,e6eecc77-6d92-46df-b92d-7ee2391ae019,"Meta's latest wave of job cuts follow years of the company pushing to become more efficient and going all in on AI.

(Credit: Getty Imagess)

#Meta #layoffs #techjobs",,2026-03-12T00:16:58.388Z,,PUBLISHED,2026-03-30T00:16:58.388Z,,,,
047671e3-184d-4272-b3ff-bee525b9109e,99b31143-ccb7-4122-a183-d27b9191a3e4,No more Michael Jackson eating KFC videos for us 😭,,2026-03-01T00:13:17.294Z,,PUBLISHED,2026-03-30T00:13:17.294Z,,,,
0478b6a6-4e02-419c-8b2b-742b85270fdf,cd18b325-af17-4a51-899b-d917f57eb898,"Conservatives from across the country are gathering for the 2026 edition of the Conservative Political Action Conference (CPAC), one of the biggest gatherings of right-wing figures and influencers.

Here are some of the biggest questions looming over this year's edition. https://cnn.it/4lTEMT8",,2026-03-21T00:15:26.314Z,,PUBLISHED,2026-03-30T00:15:26.314Z,,,,
048886e0-a690-4b00-aa91-9710982d10ce,cd3224bd-214e-416f-a240-a21462850c9a,He had such an adorable moment trying to teach his puppy how to whistle 😍 https://bit.ly/petcollectivetrending,,2026-03-25T00:10:58.885Z,,PUBLISHED,2026-03-30T00:10:58.885Z,,,,
048a2c84-d7bb-40ce-8ff7-6f511d4e4616,063ce956-10ac-4677-a744-7ad0b829f7a0,Đời nó BẠC 😭,,2026-03-16T00:12:04.870Z,,PUBLISHED,2026-03-30T00:12:04.870Z,,,,
048d77c1-d074-4ba0-b7ca-0211d25aedfe,2be0df6d-8cc8-47c0-8130-21581a18ab30,"Things are getting intense within the society 🔥

#TheSociety2OnJioHotstar",,2026-03-27T00:13:00.830Z,,PUBLISHED,2026-03-30T00:13:00.830Z,,,,
04a5b63e-b36f-4b11-bf06-6759187a6c1a,5a3c02df-6c93-4aae-b63e-f598c32df599,Salvador Dalí’s “Necrophiliac Spring” (1936) will be included in “Schiaparelli: Fashion Becomes Art” at London’s Victoria and Albert Museum (V&A Museum).,,2026-03-25T00:11:49.083Z,,PUBLISHED,2026-03-30T00:11:49.083Z,,,,
04df3f24-ff2d-4e96-a0f6-e68182184dd9,4444b44e-e73f-4588-ac3a-aa7052825c5c,This Instagram Famous Snake is Using his Big Googly Eyes to Help People Overcome Their Fear of Snakes! 🐍🤪,,2026-03-21T00:10:58.076Z,,PUBLISHED,2026-03-30T00:10:58.076Z,,,,
04e3fa94-26e8-4909-9617-de614fe5b7b8,e5b917f7-e4e9-4cc0-b09a-f84eac91709f,Who is the Egyptian God Ra? #Unearthed #Egypt,,2026-03-24T00:16:21.781Z,,PUBLISHED,2026-03-30T00:16:21.781Z,,,,
04ec8d60-a727-47df-b31f-babfd694bca8,56257f1b-41d6-4f2e-9ef2-9195f5117a85,"The Agents of the Four Seasons travel the land, turning the cycle of spring, summer, autumn, and winter with powers granted to them by the gods.

It is their tireless devotion that sustains the turning of the seasons, something most people take for granted.
But after the Agent of Spring, Hinagiku Kayo, is abducted by a terrorist organization and goes missing, spring vanishes from the land of Yamato.

Anime Title: 《Agents of the Four Seasons: Dance of Spring》
📅Starts on March 29, every Sunday at 00:30(GMT+8)

—————————————————
(More information will be updated soon. Stay tuned!)
⚠️ The actual upload time may differ. Please refer to the platform's schedule. ⚠️
—————————————————",,2026-03-24T00:11:30.413Z,,PUBLISHED,2026-03-30T00:11:30.413Z,,,,
04ec99fc-367d-4425-a6b8-9ace170b926a,057c3369-0766-457a-9b06-b8241bbfb888,"Dragon’s Dogma fans are convinced Capcom might be hinting at something bigger, and the anniversary artwork is only adding more fuel to the theory.

Recent reports point to details in the new image, including a note referencing the northern region of Organ, an area mentioned in the lore but still inaccessible in Dragon’s Dogma 2. Fans also noticed a mysterious character among the Maisters, which has sparked fresh expansion speculation.

Capcom still has not confirmed anything, but that has not stopped the community from reading between the lines. Do you think an expansion tease is really there, or are fans reaching this time? 🐉",,2026-03-01T00:13:33.530Z,,PUBLISHED,2026-03-30T00:13:33.530Z,,,,
050c16a2-d709-47bf-8da2-192a5f0d9a7e,af30b1ab-da9a-42a8-b220-576007dd082b,"If you think about refactoring your codebase, what comes to mind? Fear? Annoyance? A sense of overwhelm? Well, don't worry - here, Ankur walks you through some helpful ways to refactor complex codebases. You'll learn about isolating issues, breaking down monolithic code, testing, and lots more.
https://www.freecodecamp.org/news/how-to-refactor-complex-codebases/",,2026-03-30T00:16:04.676Z,,PUBLISHED,2026-03-30T00:16:04.676Z,,,,
0513eab6-d890-4e21-872e-c5e5078a3017,d77e34f7-4fb7-4847-9876-d7e52dbc0739,"When it comes to making a Snowball Earth, geology is slow, but science fiction prefers to move quickly. 
",,2026-03-28T00:16:22.181Z,,PUBLISHED,2026-03-30T00:16:22.181Z,,,,
0515cabf-42a7-4cf9-a16c-c271e3f273fe,7cbd37a4-3374-4291-bd6d-b2474273342a,"The Number 1 Hero! 👊🔥

Anime: My Hero Academia: Vigilantes Season 2",,2026-03-17T00:11:14.626Z,,PUBLISHED,2026-03-30T00:11:14.626Z,,,,
05293d8c-249e-449e-9ded-ec3c9816fb31,e8d1164d-ee22-4eba-a810-d920f32c6091,DANCING VILLAGER IN MINECRAFT 💀 #shorts #minecraft #minecraftmemes #minecraftbuilds #minecraftpe #minecraftmods,,2026-03-14T00:13:33.318Z,,PUBLISHED,2026-03-30T00:13:33.318Z,,,,
0538dad7-c3aa-429b-ae79-d4a2598186a3,06339fa5-01b2-495c-8f7d-a40e941ceecf,"Giá xăng giảm hơn 5.600 đồng một lít 
#VnExpress",,2026-03-22T00:15:04.280Z,,PUBLISHED,2026-03-30T00:15:04.280Z,,,,
05497eff-3928-4e6d-a2f6-fdb90ce9d560,5a3c02df-6c93-4aae-b63e-f598c32df599,Experts weigh in on what collectors need to know about buying large wall art.,,2026-03-06T00:11:30.613Z,,PUBLISHED,2026-03-30T00:11:30.613Z,,,,
056181d5-f9ff-4df2-9f7f-91722a5b53a0,ecb51e1a-b698-40a0-95d8-2eea6e774ba4,Uber fish 🐟,,2026-03-30T00:14:48.645Z,,PUBLISHED,2026-03-30T00:14:48.645Z,,,,
